Timestamp,EventType,Severity,Location,TargetSector,ThreatActor,ImpactScore,Date,Hour,DayOfWeek,Month,Quarter,Year,CumulativeImpact,Latitude,Longitude
2024-07-10 07:00:00,Social Engineering,Medium,South America,Government,Hacktivist,46,2024-07-10,7,Wednesday,2024-07,2024Q3,2024,232130,-17.374435041753145,-55.84855024392553
2024-07-10 08:00:00,Physical Intrusion,Low,Africa,Manufacturing,Insider,67,2024-07-10,8,Wednesday,2024-07,2024Q3,2024,232197,-0.6507334135671748,22.44441353841999
2024-07-10 09:00:00,Social Engineering,Low,Europe,Healthcare,Organized Crime,65,2024-07-10,9,Wednesday,2024-07,2024Q3,2024,232262,49.78521722610947,13.27481958186428
2024-07-10 10:00:00,Physical Intrusion,High,North America,Government,Nation State,18,2024-07-10,10,Wednesday,2024-07,2024Q3,2024,232280,55.73933055662261,-99.80370635347059
2024-07-10 11:00:00,Social Engineering,Low,North America,Technology,Nation State,2,2024-07-10,11,Wednesday,2024-07,2024Q3,2024,232282,43.56322848629117,-106.39885781779235
2024-07-10 12:00:00,Data Breach,Medium,Europe,Manufacturing,Organized Crime,4,2024-07-10,12,Wednesday,2024-07,2024Q3,2024,232286,45.24472367755135,6.210192562399863
2024-07-10 13:00:00,Social Engineering,Critical,Europe,Manufacturing,Unknown,96,2024-07-10,13,Wednesday,2024-07,2024Q3,2024,232382,49.12897614511432,5.442752673220128
2024-07-10 14:00:00,Social Engineering,Medium,South America,Technology,Unknown,83,2024-07-10,14,Wednesday,2024-07,2024Q3,2024,232465,-10.984828681530203,-57.286175571576635
2024-07-10 15:00:00,Cyber Attack,High,Australia,Finance,Unknown,84,2024-07-10,15,Wednesday,2024-07,2024Q3,2024,232549,-19.58573522911585,133.8279529602551
2024-07-10 16:00:00,Data Breach,Low,Europe,Government,Insider,42,2024-07-10,16,Wednesday,2024-07,2024Q3,2024,232591,41.977935081444436,14.13293154364167
2024-07-10 17:00:00,Insider Threat,Low,North America,Healthcare,Organized Crime,49,2024-07-10,17,Wednesday,2024-07,2024Q3,2024,232640,32.91444213133627,-96.8921256187084
2024-07-10 18:00:00,Cyber Attack,High,Asia,Government,Insider,49,2024-07-10,18,Wednesday,2024-07,2024Q3,2024,232689,37.34983114711811,113.77444029608826
2024-07-10 19:00:00,Insider Threat,High,Europe,Technology,Insider,7,2024-07-10,19,Wednesday,2024-07,2024Q3,2024,232696,46.811293766614085,10.531899706637315
2024-07-10 20:00:00,Physical Intrusion,Medium,South America,Technology,Organized Crime,9,2024-07-10,20,Wednesday,2024-07,2024Q3,2024,232705,-18.891047326599487,-61.13363706156463
2024-07-10 21:00:00,Insider Threat,Medium,Asia,Finance,Insider,71,2024-07-10,21,Wednesday,2024-07,2024Q3,2024,232776,35.93539508267832,105.46665824867634
2024-07-10 22:00:00,Social Engineering,Medium,South America,Manufacturing,Organized Crime,27,2024-07-10,22,Wednesday,2024-07,2024Q3,2024,232803,-11.04619228641467,-73.3511202556071
2024-07-10 23:00:00,Insider Threat,Low,Asia,Manufacturing,Unknown,21,2024-07-10,23,Wednesday,2024-07,2024Q3,2024,232824,33.805351093860594,103.1291767801
2024-07-11 00:00:00,Cyber Attack,High,Europe,Technology,Unknown,35,2024-07-11,0,Thursday,2024-07,2024Q3,2024,232859,40.28473045956661,13.038571720848424
2024-07-11 01:00:00,Cyber Attack,Medium,North America,Government,Insider,88,2024-07-11,1,Thursday,2024-07,2024Q3,2024,232947,37.35713158816039,-101.50096241979918
2024-07-11 02:00:00,Insider Threat,Medium,Asia,Manufacturing,Nation State,96,2024-07-11,2,Thursday,2024-07,2024Q3,2024,233043,29.19797365209886,103.7289613628865
2024-07-11 03:00:00,Cyber Attack,High,Africa,Healthcare,Organized Crime,76,2024-07-11,3,Thursday,2024-07,2024Q3,2024,233119,2.808624287723622,18.458432183627355
2024-07-11 04:00:00,Cyber Attack,Low,Australia,Healthcare,Hacktivist,87,2024-07-11,4,Thursday,2024-07,2024Q3,2024,233206,-14.747515046868664,142.8833428338583
2024-07-11 05:00:00,Insider Threat,Low,South America,Government,Hacktivist,36,2024-07-11,5,Thursday,2024-07,2024Q3,2024,233242,-13.560405745999889,-58.67998085362136
2024-07-11 06:00:00,Data Breach,High,Asia,Finance,Insider,93,2024-07-11,6,Thursday,2024-07,2024Q3,2024,233335,37.2050672609997,104.17150382388843
2024-07-11 07:00:00,Data Breach,High,South America,Healthcare,Nation State,67,2024-07-11,7,Thursday,2024-07,2024Q3,2024,233402,-10.934995917441725,-47.93482339499264
2024-07-11 08:00:00,Physical Intrusion,Medium,North America,Government,Organized Crime,43,2024-07-11,8,Thursday,2024-07,2024Q3,2024,233445,46.740231219072314,-106.62066978848561
2024-07-11 09:00:00,Cyber Attack,Low,South America,Government,Unknown,8,2024-07-11,9,Thursday,2024-07,2024Q3,2024,233453,-17.909276286128502,-63.46876208300668
2024-07-11 10:00:00,Insider Threat,Low,South America,Technology,Insider,98,2024-07-11,10,Thursday,2024-07,2024Q3,2024,233551,-15.264688804093248,-65.4740787139535
2024-07-11 11:00:00,Cyber Attack,Medium,Africa,Manufacturing,Organized Crime,78,2024-07-11,11,Thursday,2024-07,2024Q3,2024,233629,4.74231968561566,16.089837346386233
2024-07-11 12:00:00,Social Engineering,Low,South America,Technology,Organized Crime,36,2024-07-11,12,Thursday,2024-07,2024Q3,2024,233665,-19.708488130421387,-53.82945927015338
2024-07-11 13:00:00,Cyber Attack,High,Asia,Manufacturing,Organized Crime,48,2024-07-11,13,Thursday,2024-07,2024Q3,2024,233713,27.454828778093106,99.90577999188699
2024-07-11 14:00:00,Cyber Attack,Critical,South America,Finance,Nation State,46,2024-07-11,14,Thursday,2024-07,2024Q3,2024,233759,-17.32531714356712,-59.92128978135801
2024-07-11 15:00:00,Data Breach,High,Europe,Finance,Organized Crime,32,2024-07-11,15,Thursday,2024-07,2024Q3,2024,233791,56.281962045029175,12.29527273376572
2024-07-11 16:00:00,Insider Threat,Low,South America,Finance,Nation State,7,2024-07-11,16,Thursday,2024-07,2024Q3,2024,233798,-14.297475638523835,-56.618012934419255
2024-07-11 17:00:00,Cyber Attack,High,Europe,Government,Nation State,74,2024-07-11,17,Thursday,2024-07,2024Q3,2024,233872,47.66872458445295,6.6285588279342695
2024-07-11 18:00:00,Data Breach,Low,Australia,Government,Organized Crime,12,2024-07-11,18,Thursday,2024-07,2024Q3,2024,233884,-19.921325824872504,137.73165165448253
2024-07-11 19:00:00,Physical Intrusion,Low,South America,Technology,Unknown,55,2024-07-11,19,Thursday,2024-07,2024Q3,2024,233939,-12.232597410668529,-62.379058951253775
2024-07-11 20:00:00,Data Breach,Low,Australia,Healthcare,Organized Crime,23,2024-07-11,20,Thursday,2024-07,2024Q3,2024,233962,-28.884766175253585,134.97560887839563
2024-07-11 21:00:00,Data Breach,Low,South America,Manufacturing,Unknown,75,2024-07-11,21,Thursday,2024-07,2024Q3,2024,234037,-15.949152394133195,-65.44983552261388
2024-07-11 22:00:00,Data Breach,Critical,Asia,Manufacturing,Insider,52,2024-07-11,22,Thursday,2024-07,2024Q3,2024,234089,29.879265376424783,98.36931876106807
2024-07-11 23:00:00,Cyber Attack,Low,Europe,Finance,Hacktivist,13,2024-07-11,23,Thursday,2024-07,2024Q3,2024,234102,50.716928670424885,11.689577170400213
2024-07-12 00:00:00,Cyber Attack,Low,Australia,Manufacturing,Insider,76,2024-07-12,0,Friday,2024-07,2024Q3,2024,234178,-21.818316868340503,146.86378082268442
2024-07-12 01:00:00,Physical Intrusion,Critical,Australia,Energy,Nation State,71,2024-07-12,1,Friday,2024-07,2024Q3,2024,234249,-37.290131930831514,133.29258451463744
2024-07-12 02:00:00,Social Engineering,Low,Europe,Finance,Insider,53,2024-07-12,2,Friday,2024-07,2024Q3,2024,234302,44.899129548573036,9.787643175519525
2024-07-12 03:00:00,Social Engineering,High,Africa,Manufacturing,Hacktivist,63,2024-07-12,3,Friday,2024-07,2024Q3,2024,234365,8.392978712716433,23.01687834268892
2024-07-12 04:00:00,Social Engineering,Low,South America,Technology,Hacktivist,74,2024-07-12,4,Friday,2024-07,2024Q3,2024,234439,-16.67771923006627,-54.73062324638483
2024-07-12 05:00:00,Physical Intrusion,Low,South America,Manufacturing,Unknown,71,2024-07-12,5,Friday,2024-07,2024Q3,2024,234510,-6.706441867493227,-54.476648134423684
2024-07-12 06:00:00,Social Engineering,Critical,Asia,Government,Insider,51,2024-07-12,6,Friday,2024-07,2024Q3,2024,234561,28.624701825040955,107.66809696016432
2024-07-12 07:00:00,Social Engineering,Low,Africa,Technology,Nation State,58,2024-07-12,7,Friday,2024-07,2024Q3,2024,234619,-2.658969216993356,19.123187290347108
2024-07-12 08:00:00,Data Breach,Medium,Africa,Technology,Nation State,27,2024-07-12,8,Friday,2024-07,2024Q3,2024,234646,1.0882778091119778,23.397514516192814
2024-07-12 09:00:00,Cyber Attack,Low,Asia,Technology,Unknown,7,2024-07-12,9,Friday,2024-07,2024Q3,2024,234653,33.40705286468211,106.95521833143444
2024-07-12 10:00:00,Cyber Attack,Low,Australia,Energy,Unknown,50,2024-07-12,10,Friday,2024-07,2024Q3,2024,234703,-18.672745464736536,134.69714460765002
2024-07-12 11:00:00,Data Breach,Low,Europe,Energy,Insider,24,2024-07-12,11,Friday,2024-07,2024Q3,2024,234727,49.4082515020817,14.562969145694016
2024-07-12 12:00:00,Data Breach,Low,Australia,Manufacturing,Unknown,87,2024-07-12,12,Friday,2024-07,2024Q3,2024,234814,-21.439566545883856,137.1353728069142
2024-07-12 13:00:00,Data Breach,Low,North America,Finance,Hacktivist,25,2024-07-12,13,Friday,2024-07,2024Q3,2024,234839,34.539900592449605,-103.4988156683414
2024-07-12 14:00:00,Cyber Attack,High,Asia,Manufacturing,Nation State,44,2024-07-12,14,Friday,2024-07,2024Q3,2024,234883,36.321989178974604,99.67444101114197
2024-07-12 15:00:00,Social Engineering,Medium,Europe,Manufacturing,Hacktivist,36,2024-07-12,15,Friday,2024-07,2024Q3,2024,234919,48.43107999236922,2.045898160880811
2024-07-12 16:00:00,Data Breach,Low,Australia,Manufacturing,Organized Crime,57,2024-07-12,16,Friday,2024-07,2024Q3,2024,234976,-30.007284992441697,130.29033854919282
2024-07-12 17:00:00,Physical Intrusion,Medium,Australia,Government,Hacktivist,97,2024-07-12,17,Friday,2024-07,2024Q3,2024,235073,-22.667221156807262,135.15351516822415
2024-07-12 18:00:00,Data Breach,Critical,Africa,Technology,Nation State,37,2024-07-12,18,Friday,2024-07,2024Q3,2024,235110,6.810919938248755,25.12482547902036
2024-07-12 19:00:00,Insider Threat,Critical,Asia,Healthcare,Organized Crime,52,2024-07-12,19,Friday,2024-07,2024Q3,2024,235162,32.02370539715226,104.41847161026674
2024-07-12 20:00:00,Data Breach,High,North America,Finance,Insider,63,2024-07-12,20,Friday,2024-07,2024Q3,2024,235225,42.113886293505956,-98.52354891458837
2024-07-12 21:00:00,Cyber Attack,High,South America,Finance,Organized Crime,7,2024-07-12,21,Friday,2024-07,2024Q3,2024,235232,-16.075478274825986,-56.992754785092785
2024-07-12 22:00:00,Data Breach,Low,Asia,Technology,Unknown,94,2024-07-12,22,Friday,2024-07,2024Q3,2024,235326,35.53580623770441,98.92126593890657
2024-07-12 23:00:00,Insider Threat,Low,North America,Finance,Nation State,60,2024-07-12,23,Friday,2024-07,2024Q3,2024,235386,44.199306132896254,-102.16128598895088
2024-07-13 00:00:00,Physical Intrusion,Medium,North America,Technology,Unknown,95,2024-07-13,0,Saturday,2024-07,2024Q3,2024,235481,47.208920292980345,-105.81646983300247
2024-07-13 01:00:00,Social Engineering,Medium,Asia,Finance,Hacktivist,37,2024-07-13,1,Saturday,2024-07,2024Q3,2024,235518,41.20938657808014,103.31606713120088
2024-07-13 02:00:00,Data Breach,Medium,Europe,Manufacturing,Insider,21,2024-07-13,2,Saturday,2024-07,2024Q3,2024,235539,46.25211192622068,11.325579033808696
2024-07-13 03:00:00,Insider Threat,Medium,Asia,Government,Nation State,98,2024-07-13,3,Saturday,2024-07,2024Q3,2024,235637,28.27856756136225,105.39218695955306
2024-07-13 04:00:00,Insider Threat,Critical,Australia,Finance,Insider,46,2024-07-13,4,Saturday,2024-07,2024Q3,2024,235683,-35.05699224320004,130.88368092403422
2024-07-13 05:00:00,Physical Intrusion,High,Africa,Finance,Nation State,21,2024-07-13,5,Saturday,2024-07,2024Q3,2024,235704,3.16511198247654,22.727706341701456
2024-07-13 06:00:00,Cyber Attack,Medium,Australia,Healthcare,Unknown,84,2024-07-13,6,Saturday,2024-07,2024Q3,2024,235788,-27.63147171139734,136.31468531080077
2024-07-13 07:00:00,Data Breach,High,North America,Government,Hacktivist,98,2024-07-13,7,Saturday,2024-07,2024Q3,2024,235886,45.311597925543694,-97.85678583492778
2024-07-13 08:00:00,Insider Threat,Low,North America,Manufacturing,Organized Crime,72,2024-07-13,8,Saturday,2024-07,2024Q3,2024,235958,34.82668164975761,-99.22194725659209
2024-07-13 09:00:00,Physical Intrusion,Low,South America,Government,Insider,96,2024-07-13,9,Saturday,2024-07,2024Q3,2024,236054,-12.768996503529241,-63.756573488854556
2024-07-13 10:00:00,Social Engineering,Low,North America,Government,Nation State,52,2024-07-13,10,Saturday,2024-07,2024Q3,2024,236106,31.14872994774572,-106.06722967146654
2024-07-13 11:00:00,Insider Threat,Medium,South America,Finance,Nation State,94,2024-07-13,11,Saturday,2024-07,2024Q3,2024,236200,-12.476833057801962,-58.05662349911539
2024-07-13 12:00:00,Physical Intrusion,Low,North America,Energy,Insider,29,2024-07-13,12,Saturday,2024-07,2024Q3,2024,236229,41.95649757169341,-97.88008887119184
2024-07-13 13:00:00,Cyber Attack,High,North America,Finance,Organized Crime,69,2024-07-13,13,Saturday,2024-07,2024Q3,2024,236298,34.50235051368064,-99.61556638765843
2024-07-13 14:00:00,Cyber Attack,Low,Asia,Technology,Hacktivist,94,2024-07-13,14,Saturday,2024-07,2024Q3,2024,236392,35.96120938061435,115.52227388479275
2024-07-13 15:00:00,Insider Threat,Medium,Asia,Healthcare,Nation State,76,2024-07-13,15,Saturday,2024-07,2024Q3,2024,236468,45.34671972677082,102.70670399232894
2024-07-13 16:00:00,Insider Threat,Low,Africa,Government,Nation State,39,2024-07-13,16,Saturday,2024-07,2024Q3,2024,236507,3.440093039950307,21.71725875102157
2024-07-13 17:00:00,Data Breach,Low,Australia,Technology,Insider,27,2024-07-13,17,Saturday,2024-07,2024Q3,2024,236534,-10.22419732992243,135.5603011790609
2024-07-13 18:00:00,Physical Intrusion,High,Europe,Manufacturing,Insider,77,2024-07-13,18,Saturday,2024-07,2024Q3,2024,236611,50.76607159318602,9.83267237720548
2024-07-13 19:00:00,Insider Threat,Medium,Africa,Technology,Nation State,10,2024-07-13,19,Saturday,2024-07,2024Q3,2024,236621,2.8907076179537916,14.676661242516671
2024-07-13 20:00:00,Data Breach,Critical,North America,Energy,Nation State,36,2024-07-13,20,Saturday,2024-07,2024Q3,2024,236657,37.619084545852616,-101.34899779842615
2024-07-13 21:00:00,Data Breach,Critical,Africa,Government,Nation State,95,2024-07-13,21,Saturday,2024-07,2024Q3,2024,236752,1.2314645990725277,24.81727935860237
2024-07-13 22:00:00,Insider Threat,Low,Asia,Finance,Unknown,16,2024-07-13,22,Saturday,2024-07,2024Q3,2024,236768,30.119384898776616,107.94938808025515
2024-07-13 23:00:00,Cyber Attack,Low,Australia,Government,Nation State,36,2024-07-13,23,Saturday,2024-07,2024Q3,2024,236804,-20.472233329793017,139.26168791029008
2024-07-14 00:00:00,Physical Intrusion,High,North America,Healthcare,Hacktivist,90,2024-07-14,0,Sunday,2024-07,2024Q3,2024,236894,35.97214370618253,-103.04246884260324
2024-07-14 01:00:00,Physical Intrusion,Critical,North America,Government,Hacktivist,84,2024-07-14,1,Sunday,2024-07,2024Q3,2024,236978,48.33109203103405,-95.37363917997033
2024-07-14 02:00:00,Cyber Attack,Medium,Africa,Technology,Organized Crime,34,2024-07-14,2,Sunday,2024-07,2024Q3,2024,237012,-6.730784115315165,14.526353538440263
2024-07-14 03:00:00,Insider Threat,High,Australia,Technology,Insider,37,2024-07-14,3,Sunday,2024-07,2024Q3,2024,237049,-26.524087883857092,134.02024562618718
2024-07-14 04:00:00,Physical Intrusion,High,South America,Finance,Organized Crime,72,2024-07-14,4,Sunday,2024-07,2024Q3,2024,237121,-16.244494470496537,-65.0930356466443
2024-07-14 05:00:00,Insider Threat,Low,Europe,Finance,Nation State,68,2024-07-14,5,Sunday,2024-07,2024Q3,2024,237189,44.41001056334551,18.86914776284985
2024-07-14 06:00:00,Insider Threat,Medium,Australia,Finance,Insider,59,2024-07-14,6,Sunday,2024-07,2024Q3,2024,237248,-23.826853066599906,135.80682236164674
2024-07-14 07:00:00,Data Breach,High,Africa,Manufacturing,Nation State,29,2024-07-14,7,Sunday,2024-07,2024Q3,2024,237277,-2.6671767180974184,24.732010188813874
2024-07-14 08:00:00,Cyber Attack,Medium,Africa,Healthcare,Insider,31,2024-07-14,8,Sunday,2024-07,2024Q3,2024,237308,7.0213344414605325,22.009236127392462
2024-07-14 09:00:00,Insider Threat,Low,Europe,Manufacturing,Unknown,66,2024-07-14,9,Sunday,2024-07,2024Q3,2024,237374,45.939049221788245,12.667351460680143
2024-07-14 10:00:00,Social Engineering,Low,North America,Manufacturing,Unknown,89,2024-07-14,10,Sunday,2024-07,2024Q3,2024,237463,42.10502324549282,-105.22247878595411
2024-07-14 11:00:00,Cyber Attack,Low,North America,Manufacturing,Unknown,3,2024-07-14,11,Sunday,2024-07,2024Q3,2024,237466,39.57004675296231,-100.31836165590623
2024-07-14 12:00:00,Physical Intrusion,Low,South America,Government,Organized Crime,69,2024-07-14,12,Sunday,2024-07,2024Q3,2024,237535,-16.06665576561891,-65.40646293702976
2024-07-14 13:00:00,Data Breach,Critical,Africa,Energy,Insider,22,2024-07-14,13,Sunday,2024-07,2024Q3,2024,237557,0.45739481949418065,17.66386959706828
2024-07-14 14:00:00,Physical Intrusion,Low,Europe,Government,Organized Crime,80,2024-07-14,14,Sunday,2024-07,2024Q3,2024,237637,53.541188393362205,10.121356366821281
2024-07-14 15:00:00,Physical Intrusion,Low,Africa,Finance,Insider,73,2024-07-14,15,Sunday,2024-07,2024Q3,2024,237710,-9.4365844576204,15.30872006850506
2024-07-14 16:00:00,Cyber Attack,Low,Asia,Healthcare,Nation State,53,2024-07-14,16,Sunday,2024-07,2024Q3,2024,237763,35.23813625461906,98.49883675943549
2024-07-14 17:00:00,Physical Intrusion,Medium,Africa,Manufacturing,Unknown,48,2024-07-14,17,Sunday,2024-07,2024Q3,2024,237811,-4.1289211287887975,13.876739393224966
2024-07-14 18:00:00,Insider Threat,Medium,Africa,Government,Unknown,73,2024-07-14,18,Sunday,2024-07,2024Q3,2024,237884,-3.749061463652912,23.078370726692196
2024-07-14 19:00:00,Physical Intrusion,Low,Asia,Technology,Insider,76,2024-07-14,19,Sunday,2024-07,2024Q3,2024,237960,36.21797242965731,103.32919813179042
2024-07-14 20:00:00,Data Breach,Low,Asia,Manufacturing,Organized Crime,47,2024-07-14,20,Sunday,2024-07,2024Q3,2024,238007,40.50007535932292,98.45943789310601
2024-07-14 21:00:00,Data Breach,Low,Europe,Government,Organized Crime,42,2024-07-14,21,Sunday,2024-07,2024Q3,2024,238049,57.75564451310855,9.593886752460255
2024-07-14 22:00:00,Social Engineering,Medium,North America,Technology,Hacktivist,4,2024-07-14,22,Sunday,2024-07,2024Q3,2024,238053,37.090897978891405,-96.54952473582821
2024-07-14 23:00:00,Data Breach,Low,South America,Government,Unknown,82,2024-07-14,23,Sunday,2024-07,2024Q3,2024,238135,-29.243483158472344,-60.73784758324271
2024-07-15 00:00:00,Physical Intrusion,Critical,Asia,Government,Unknown,82,2024-07-15,0,Monday,2024-07,2024Q3,2024,238217,35.351025290931794,97.70912322420139
2024-07-15 01:00:00,Data Breach,Medium,North America,Manufacturing,Organized Crime,42,2024-07-15,1,Monday,2024-07,2024Q3,2024,238259,30.909327294054094,-101.08276500422636
2024-07-15 02:00:00,Cyber Attack,Low,Europe,Government,Unknown,43,2024-07-15,2,Monday,2024-07,2024Q3,2024,238302,52.20653237676372,5.761575661268722
2024-07-15 03:00:00,Data Breach,High,Australia,Finance,Organized Crime,97,2024-07-15,3,Monday,2024-07,2024Q3,2024,238399,-29.495741747829346,136.01460510810682
2024-07-15 04:00:00,Insider Threat,Low,Africa,Technology,Hacktivist,42,2024-07-15,4,Monday,2024-07,2024Q3,2024,238441,1.711734406127838,17.901876477206255
2024-07-15 05:00:00,Cyber Attack,Medium,Europe,Healthcare,Insider,3,2024-07-15,5,Monday,2024-07,2024Q3,2024,238444,45.733194764351445,10.819098508531766
2024-07-15 06:00:00,Social Engineering,Low,Europe,Energy,Insider,59,2024-07-15,6,Monday,2024-07,2024Q3,2024,238503,44.17840296164807,1.1075851001932637
2024-07-15 07:00:00,Insider Threat,Medium,Asia,Manufacturing,Hacktivist,81,2024-07-15,7,Monday,2024-07,2024Q3,2024,238584,29.30127819598856,105.08182519926005
2024-07-15 08:00:00,Physical Intrusion,High,South America,Technology,Unknown,76,2024-07-15,8,Monday,2024-07,2024Q3,2024,238660,-13.014971881773956,-61.61568405984281
2024-07-15 09:00:00,Physical Intrusion,Critical,Asia,Finance,Nation State,11,2024-07-15,9,Monday,2024-07,2024Q3,2024,238671,28.390851436926077,100.27449746833746
2024-07-15 10:00:00,Physical Intrusion,Low,Africa,Technology,Unknown,81,2024-07-15,10,Monday,2024-07,2024Q3,2024,238752,2.729702196003214,20.013681347220516
2024-07-15 11:00:00,Insider Threat,Low,Asia,Healthcare,Organized Crime,35,2024-07-15,11,Monday,2024-07,2024Q3,2024,238787,43.88621540181802,103.14012618307484
2024-07-15 12:00:00,Insider Threat,Medium,Africa,Manufacturing,Nation State,50,2024-07-15,12,Monday,2024-07,2024Q3,2024,238837,8.355216612771423,19.348762640312696
2024-07-15 13:00:00,Insider Threat,Critical,Asia,Technology,Hacktivist,63,2024-07-15,13,Monday,2024-07,2024Q3,2024,238900,27.017645261850955,99.75172678295081
2024-07-15 14:00:00,Cyber Attack,Critical,Australia,Finance,Insider,70,2024-07-15,14,Monday,2024-07,2024Q3,2024,238970,-31.736018179994613,135.42935193898265
2024-07-15 15:00:00,Cyber Attack,Low,South America,Manufacturing,Insider,99,2024-07-15,15,Monday,2024-07,2024Q3,2024,239069,-12.593857502014721,-69.57711597365125
2024-07-15 16:00:00,Physical Intrusion,Low,Australia,Finance,Unknown,6,2024-07-15,16,Monday,2024-07,2024Q3,2024,239075,-30.341351226770698,133.67576951649738
2024-07-15 17:00:00,Data Breach,Medium,North America,Manufacturing,Insider,32,2024-07-15,17,Monday,2024-07,2024Q3,2024,239107,43.093906178165795,-100.5437885224889
2024-07-15 18:00:00,Physical Intrusion,Low,South America,Energy,Unknown,11,2024-07-15,18,Monday,2024-07,2024Q3,2024,239118,-23.551442868815336,-51.98375213834505
2024-07-15 19:00:00,Social Engineering,Low,Asia,Healthcare,Organized Crime,43,2024-07-15,19,Monday,2024-07,2024Q3,2024,239161,34.64227468664003,103.25563255358038
2024-07-15 20:00:00,Cyber Attack,Low,Europe,Energy,Organized Crime,39,2024-07-15,20,Monday,2024-07,2024Q3,2024,239200,54.72056084926661,17.5415139567982
2024-07-15 21:00:00,Insider Threat,Medium,North America,Government,Hacktivist,13,2024-07-15,21,Monday,2024-07,2024Q3,2024,239213,32.24001331932523,-94.75466989494376
2024-07-15 22:00:00,Cyber Attack,Critical,Europe,Finance,Organized Crime,13,2024-07-15,22,Monday,2024-07,2024Q3,2024,239226,49.41543599385453,8.948359096289986
2024-07-15 23:00:00,Insider Threat,Critical,Australia,Energy,Unknown,39,2024-07-15,23,Monday,2024-07,2024Q3,2024,239265,-25.651768171130872,134.6342610948637
2024-07-16 00:00:00,Social Engineering,Low,South America,Finance,Insider,46,2024-07-16,0,Tuesday,2024-07,2024Q3,2024,239311,-11.967870972508997,-65.84021928424539
2024-07-16 01:00:00,Social Engineering,Medium,North America,Manufacturing,Organized Crime,34,2024-07-16,1,Tuesday,2024-07,2024Q3,2024,239345,36.65577131188052,-103.37948020135732
2024-07-16 02:00:00,Cyber Attack,High,Australia,Finance,Organized Crime,67,2024-07-16,2,Tuesday,2024-07,2024Q3,2024,239412,-32.14022109698206,135.72347088835974
2024-07-16 03:00:00,Insider Threat,Low,Asia,Government,Unknown,32,2024-07-16,3,Tuesday,2024-07,2024Q3,2024,239444,22.378673689965126,102.9666625220136
2024-07-16 04:00:00,Social Engineering,Medium,Europe,Finance,Organized Crime,68,2024-07-16,4,Tuesday,2024-07,2024Q3,2024,239512,56.62605056252438,13.992119653751846
2024-07-16 05:00:00,Physical Intrusion,Medium,Asia,Manufacturing,Insider,65,2024-07-16,5,Tuesday,2024-07,2024Q3,2024,239577,39.17428572291531,107.85323193656698
2024-07-16 06:00:00,Physical Intrusion,Low,Africa,Manufacturing,Insider,73,2024-07-16,6,Tuesday,2024-07,2024Q3,2024,239650,-0.12192564094945373,21.045231789701354
2024-07-16 07:00:00,Insider Threat,Medium,North America,Energy,Insider,7,2024-07-16,7,Tuesday,2024-07,2024Q3,2024,239657,39.74425521009692,-97.00998227198475
2024-07-16 08:00:00,Cyber Attack,Low,Europe,Healthcare,Insider,91,2024-07-16,8,Tuesday,2024-07,2024Q3,2024,239748,52.12606740130803,11.702208741356433
2024-07-16 09:00:00,Social Engineering,Medium,South America,Technology,Nation State,3,2024-07-16,9,Tuesday,2024-07,2024Q3,2024,239751,-10.17066178218478,-60.06527744156259
2024-07-16 10:00:00,Cyber Attack,Low,South America,Energy,Insider,86,2024-07-16,10,Tuesday,2024-07,2024Q3,2024,239837,-25.085886246227354,-63.867551458056376
2024-07-16 11:00:00,Physical Intrusion,Low,South America,Government,Nation State,80,2024-07-16,11,Tuesday,2024-07,2024Q3,2024,239917,-23.899516821702647,-50.941615107199105
2024-07-16 12:00:00,Social Engineering,Low,Australia,Technology,Insider,72,2024-07-16,12,Tuesday,2024-07,2024Q3,2024,239989,-34.62929121460604,138.10663259274085
2024-07-16 13:00:00,Cyber Attack,High,South America,Finance,Insider,69,2024-07-16,13,Tuesday,2024-07,2024Q3,2024,240058,-16.72982692600186,-58.354407829679225
2024-07-16 14:00:00,Data Breach,Medium,Europe,Energy,Unknown,49,2024-07-16,14,Tuesday,2024-07,2024Q3,2024,240107,50.90967914620355,5.978710679775169
2024-07-16 15:00:00,Insider Threat,Medium,Australia,Technology,Insider,58,2024-07-16,15,Tuesday,2024-07,2024Q3,2024,240165,-19.93732991968388,146.94842980439188
2024-07-16 16:00:00,Insider Threat,Medium,Africa,Energy,Organized Crime,94,2024-07-16,16,Tuesday,2024-07,2024Q3,2024,240259,-14.55418038460148,16.3478331646864
2024-07-16 17:00:00,Data Breach,Medium,South America,Finance,Insider,28,2024-07-16,17,Tuesday,2024-07,2024Q3,2024,240287,-21.68878594699722,-59.853616304397406
2024-07-16 18:00:00,Physical Intrusion,Low,South America,Manufacturing,Hacktivist,27,2024-07-16,18,Tuesday,2024-07,2024Q3,2024,240314,-14.346682637649131,-59.66237479132439
2024-07-16 19:00:00,Social Engineering,High,Australia,Energy,Unknown,22,2024-07-16,19,Tuesday,2024-07,2024Q3,2024,240336,-23.72694919487238,128.18672122351543
2024-07-16 20:00:00,Insider Threat,Low,South America,Government,Unknown,94,2024-07-16,20,Tuesday,2024-07,2024Q3,2024,240430,-15.998336633431876,-57.818520786159525
2024-07-16 21:00:00,Data Breach,Low,Africa,Technology,Insider,71,2024-07-16,21,Tuesday,2024-07,2024Q3,2024,240501,-5.625822588591229,21.65910244106949
